ID,command,encrypted_cmd
3464,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3e4b62aee47d73feeb6190fadc82bd9f143140f2b76fbb73cc22f15368e0487fb64e226ba4361809a24d512cf1
3469,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3e4b62aee47d73feeb6190fadc82bd9f143140f2b76fbb73cc22f15368e0487fb64e226ba4361809a24d512cf1
3473,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3e4b62aee47d73feeb6190fadc82bd9f143140f2b76fbb73cc22f15368e0487fb64e226ba4361809a24d512cf1
3477,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3e4b62aee47d73feeb6190fadc82bd9f143140f2b76fbb73cc22f15368e0487fb64e226ba4361809a24d512cf1
3481,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3e4b62aee47d73feeb6190fadc82bd9f143140f2b76fbb73cc22f15368e0487fb64e226ba4361809a24d512cf1
3486,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3e4b62aee47d73feeb6190fadc82bd9f143140f2b76fbb73cc22f15368e0487fb64e226ba4361809a24d512cf1
3490,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},10b2370ad6c53922f95f5d9fe12217d750f06085e1af77af04040918780d7dac05acdda8e1a5c1b44c23d346bb
3490,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},10b2370ad6c53922f95f5d9fe12217d750f06085e1af77af04040918780d7dac05acdda8e1a5c1b44c23d346bb
3494,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},10b2370ad6c53922f95f5d9fe12217d750f06085e1af77af04040918780d7dac05acdda8e1a5c1b44c23d346bb
3498,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},10b2370ad6c53922f95f5d9fe12217d750f06085e1af77af04040918780d7dac05acdda8e1a5c1b44c23d346bb
3502,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0d804afd43ad52d2cee1bcbea10ca03e8be1c95666a02b06223ff5b01da10fc073e6bab11ceacfbc2313dfa222
3502,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0d804afd43ad52d2cee1bcbea10ca03e8be1c95666a02b06223ff5b01da10fc073e6bab11ceacfbc2313dfa222
3507,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},10b2370ad6c53922f95f5d9fe12217d750f06085e1af77af04040918780d7dac05acdda8e1a5c1b44c23d346bb
3507,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},10b2370ad6c53922f95f5d9fe12217d750f06085e1af77af04040918780d7dac05acdda8e1a5c1b44c23d346bb
3511,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},10b2370ad6c53922f95f5d9fe12217d750f06085e1af77af04040918780d7dac05acdda8e1a5c1b44c23d346bb
3515,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},91099aaee3fe1e947517c3aa955d4ea054ce796409b295217b72ad3e437684bab37b24cf393c7b444c66b1c624
3515,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},91099aaee3fe1e947517c3aa955d4ea054ce796409b295217b72ad3e437684bab37b24cf393c7b444c66b1c624
3519,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},91099aaee3fe1e947517c3aa955d4ea054ce796409b295217b72ad3e437684bab37b24cf393c7b444c66b1c624
3523,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},91099aaee3fe1e947517c3aa955d4ea054ce796409b295217b72ad3e437684bab37b24cf393c7b444c66b1c624
3528,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.054351806640625, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},574e1d1792de0a77a301eef6a50341abde6239e03bb51a6a9964beb0b5a21116daee555a895593c6de8e8d8922
3528,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.054351806640625, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},574e1d1792de0a77a301eef6a50341abde6239e03bb51a6a9964beb0b5a21116daee555a895593c6de8e8d8922
3532,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.054351806640625, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},574e1d1792de0a77a301eef6a50341abde6239e03bb51a6a9964beb0b5a21116daee555a895593c6de8e8d8922
3536,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.054351806640625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},befe5505a871fe1b6db2593ab1f4dec6051e6be849d3aeba541c3940eb18086b2f1c4b32f53b49c9dfaaaa005b
3536,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.054351806640625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},befe5505a871fe1b6db2593ab1f4dec6051e6be849d3aeba541c3940eb18086b2f1c4b32f53b49c9dfaaaa005b
3540,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.054351806640625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},befe5505a871fe1b6db2593ab1f4dec6051e6be849d3aeba541c3940eb18086b2f1c4b32f53b49c9dfaaaa005b
3544,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3544,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3548,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3553,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3557,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3561,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3566,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3570,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3574,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3578,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3582,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3586,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3591,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3595,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3599,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3603,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3607,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3611,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3616,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3620,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3624,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3628,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3633,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3637,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': 0.999969482421875}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},01296bd2b1e895f04b58a247672e58a0057d927318280a6ca846449ae30b65b8ef8ed78ba326aa65c60e5ee757
3637,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': 0.999969482421875}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},01296bd2b1e895f04b58a247672e58a0057d927318280a6ca846449ae30b65b8ef8ed78ba326aa65c60e5ee757
3641,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -0.652008056640625}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a7b0a1669bb4263ece0850d6a9cce0dd5ccc6f518ee772e3c68d0ac97ec21c5086de4c31904197f71bc7ad6b63
3641,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -0.652008056640625}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a7b0a1669bb4263ece0850d6a9cce0dd5ccc6f518ee772e3c68d0ac97ec21c5086de4c31904197f71bc7ad6b63
3645,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3645,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3649,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3653,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3658,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3662,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3666,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3670,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3675,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3679,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3683,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3687,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7fc6db8168c21bd0a1add693f9130e2301f249186b3c27a106ede32047f5c3b23624482f381081cce0c1ddfaf
3691,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -0.93939208984375}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3d32ed14c8b873c284c75e6409ae9fe8d25befbb759fa49eaf5d9c3a50b1efaf7d651b907d8b2f519dc5e75ce1
3691,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': -0.93939208984375}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3d32ed14c8b873c284c75e6409ae9fe8d25befbb759fa49eaf5d9c3a50b1efaf7d651b907d8b2f519dc5e75ce1
3696,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0517578125, '5': 0.751678466796875}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b9bb4db565f3411671950b9b567b49e5dcd948ab656d9f0dc45e73f4659db23ab7b68a6a42f5139ffcd84b68e2
