ID,command,encrypted_cmd
3263,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1fc041fa14fc8e8a14eee6efe8772e2480a5ade1970d99161ab370f91d1b6732fbb1f42c4e26c661222d915f99
3267,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1fc041fa14fc8e8a14eee6efe8772e2480a5ade1970d99161ab370f91d1b6732fbb1f42c4e26c661222d915f99
3271,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3271,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3275,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1fc041fa14fc8e8a14eee6efe8772e2480a5ade1970d99161ab370f91d1b6732fbb1f42c4e26c661222d915f99
3275,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1fc041fa14fc8e8a14eee6efe8772e2480a5ade1970d99161ab370f91d1b6732fbb1f42c4e26c661222d915f99
3280,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1fc041fa14fc8e8a14eee6efe8772e2480a5ade1970d99161ab370f91d1b6732fbb1f42c4e26c661222d915f99
3284,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1fc041fa14fc8e8a14eee6efe8772e2480a5ade1970d99161ab370f91d1b6732fbb1f42c4e26c661222d915f99
3288,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3288,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3292,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1fc041fa14fc8e8a14eee6efe8772e2480a5ade1970d99161ab370f91d1b6732fbb1f42c4e26c661222d915f99
3292,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1fc041fa14fc8e8a14eee6efe8772e2480a5ade1970d99161ab370f91d1b6732fbb1f42c4e26c661222d915f99
3296,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3296,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3301,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1fc041fa14fc8e8a14eee6efe8772e2480a5ade1970d99161ab370f91d1b6732fbb1f42c4e26c661222d915f99
3301,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1fc041fa14fc8e8a14eee6efe8772e2480a5ade1970d99161ab370f91d1b6732fbb1f42c4e26c661222d915f99
3305,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1fc041fa14fc8e8a14eee6efe8772e2480a5ade1970d99161ab370f91d1b6732fbb1f42c4e26c661222d915f99
3309,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3309,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3313,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3317,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3321,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3325,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3330,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6169efed44f4cd023c6bd42ac58b3494250aeee7d9485cba747b98b105ea3216230317fe4796a88f776e08da23
3330,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6169efed44f4cd023c6bd42ac58b3494250aeee7d9485cba747b98b105ea3216230317fe4796a88f776e08da23
3334,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3334,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3338,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6169efed44f4cd023c6bd42ac58b3494250aeee7d9485cba747b98b105ea3216230317fe4796a88f776e08da23
3338,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6169efed44f4cd023c6bd42ac58b3494250aeee7d9485cba747b98b105ea3216230317fe4796a88f776e08da23
3342,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6169efed44f4cd023c6bd42ac58b3494250aeee7d9485cba747b98b105ea3216230317fe4796a88f776e08da23
3346,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3346,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3350,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3355,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3359,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3363,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3368,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3372,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3376,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3380,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3384,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8025443a60279439bac726922da81e9da7a0c49fa55d0ced2ccaba8dafbf1154b7e3d3d93233d31005bc947f43
3388,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6169efed44f4cd023c6bd42ac58b3494250aeee7d9485cba747b98b105ea3216230317fe4796a88f776e08da23
3388,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6169efed44f4cd023c6bd42ac58b3494250aeee7d9485cba747b98b105ea3216230317fe4796a88f776e08da23
3393,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.05157470703125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6169efed44f4cd023c6bd42ac58b3494250aeee7d9485cba747b98b105ea3216230317fe4796a88f776e08da23
3397,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0543212890625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},622e262eade0ce53ce2d80d67bfa4605a5e6a8da62bfe91f7a93f44402adfec21a8b20f944e13d0bccb559c7bd
3397,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0543212890625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},622e262eade0ce53ce2d80d67bfa4605a5e6a8da62bfe91f7a93f44402adfec21a8b20f944e13d0bccb559c7bd
3401,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0543212890625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},622e262eade0ce53ce2d80d67bfa4605a5e6a8da62bfe91f7a93f44402adfec21a8b20f944e13d0bccb559c7bd
3405,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0543212890625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c0895a61318bbe370d63d88350690ba22c9650bb599b4d6ad4a7ef0de5721397e05a97c55d79f5462d459234df
3405,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0543212890625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c0895a61318bbe370d63d88350690ba22c9650bb599b4d6ad4a7ef0de5721397e05a97c55d79f5462d459234df
3410,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0543212890625, '5': 0.999969482421875}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},31d6eeb3dc457d8bc3a44473ed3ec58bd5afd47062fde186bbcfaf691d73d3d6c0a8ad2aa686088760fd79ae06
3410,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0543212890625, '5': 0.999969482421875}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},31d6eeb3dc457d8bc3a44473ed3ec58bd5afd47062fde186bbcfaf691d73d3d6c0a8ad2aa686088760fd79ae06
3414,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.0543212890625, '5': 0.999969482421875}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},31d6eeb3dc457d8bc3a44473ed3ec58bd5afd47062fde186bbcfaf691d73d3d6c0a8ad2aa686088760fd79ae06
3418,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': 0.999969482421875}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7a20443d26647b2432931b4ea4c93663b1a451e3fa70bf5253b664061cc9b680d6b2a2f3f6566a02d10635607c
3418,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': 0.999969482421875}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7a20443d26647b2432931b4ea4c93663b1a451e3fa70bf5253b664061cc9b680d6b2a2f3f6566a02d10635607c
3422,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': 0.999969482421875}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7a20443d26647b2432931b4ea4c93663b1a451e3fa70bf5253b664061cc9b680d6b2a2f3f6566a02d10635607c
3427,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': 0.999969482421875}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7a20443d26647b2432931b4ea4c93663b1a451e3fa70bf5253b664061cc9b680d6b2a2f3f6566a02d10635607c
3430,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': 0.999969482421875}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7a20443d26647b2432931b4ea4c93663b1a451e3fa70bf5253b664061cc9b680d6b2a2f3f6566a02d10635607c
3435,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': 0.999969482421875}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7a20443d26647b2432931b4ea4c93663b1a451e3fa70bf5253b664061cc9b680d6b2a2f3f6566a02d10635607c
3439,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': 0.999969482421875}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7a20443d26647b2432931b4ea4c93663b1a451e3fa70bf5253b664061cc9b680d6b2a2f3f6566a02d10635607c
3443,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': 0.999969482421875}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7a20443d26647b2432931b4ea4c93663b1a451e3fa70bf5253b664061cc9b680d6b2a2f3f6566a02d10635607c
3447,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3e4b62aee47d73feeb6190fadc82bd9f143140f2b76fbb73cc22f15368e0487fb64e226ba4361809a24d512cf1
3447,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3e4b62aee47d73feeb6190fadc82bd9f143140f2b76fbb73cc22f15368e0487fb64e226ba4361809a24d512cf1
3451,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3e4b62aee47d73feeb6190fadc82bd9f143140f2b76fbb73cc22f15368e0487fb64e226ba4361809a24d512cf1
3456,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},10b2370ad6c53922f95f5d9fe12217d750f06085e1af77af04040918780d7dac05acdda8e1a5c1b44c23d346bb
3456,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},10b2370ad6c53922f95f5d9fe12217d750f06085e1af77af04040918780d7dac05acdda8e1a5c1b44c23d346bb
3460,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},10b2370ad6c53922f95f5d9fe12217d750f06085e1af77af04040918780d7dac05acdda8e1a5c1b44c23d346bb
3464,{'axes': {'0': 0.095550537109375, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051513671875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3e4b62aee47d73feeb6190fadc82bd9f143140f2b76fbb73cc22f15368e0487fb64e226ba4361809a24d512cf1
